Chronic_ID,Chronic_Condition,Risk_Modifier_Score,High_Risk_With_Symptoms,Associated_Department,Complication_Risk_Level
CHRON07502,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Moderate
CHRON07503,Poor Diet,1,"Symptom_0, Symptom_1",Psychiatry,Very High
CHRON07504,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON07505,Heart Disease + CKD,3,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON07506,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Low
CHRON07507,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON07508,Age 70-80,1,"Symptom_0, Symptom_1",Pulmonology,High
CHRON07509,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Very High
CHRON07510,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON07511,Age 50-60,3,"Symptom_0, Symptom_1",General Medicine,Moderate
CHRON07512,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON07513,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,High
CHRON07514,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON07515,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON07516,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Moderate
CHRON07517,Smoking,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON07518,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON07519,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON07520,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Psychiatry,High
CHRON07521,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON07522,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON07523,Heart Disease + CKD,3,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON07524,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON07525,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON07526,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON07527,Age 70-80,3,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON07528,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON07529,Poor Diet,2,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON07530,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON07531,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON07532,Age 70-80,3,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07533,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON07534,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,High
CHRON07535,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON07536,Age 70-80,2,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07537,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON07538,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON07539,Age 70-80,3,"Symptom_0, Symptom_1",Nephrology,High
CHRON07540,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON07541,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON07542,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON07543,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Very High
CHRON07544,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON07545,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON07546,Stress,2,"Symptom_0, Symptom_1",General Medicine,High
CHRON07547,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Low
CHRON07548,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07549,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Moderate
CHRON07550,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON07551,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON07552,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON07553,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Very High
CHRON07554,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Low
CHRON07555,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON07556,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON07557,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07558,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON07559,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Low
CHRON07560,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Low
CHRON07561,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Oncology,Very High
CHRON07562,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON07563,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07564,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON07565,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON07566,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON07567,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Low
CHRON07568,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON07569,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Very High
CHRON07570,Age 70-80,3,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07571,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Very High
CHRON07572,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON07573,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON07574,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON07575,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Moderate
CHRON07576,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON07577,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON07578,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON07579,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Moderate
CHRON07580,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON07581,Age 80+,2,"Symptom_0, Symptom_1",General Medicine,Low
CHRON07582,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Moderate
CHRON07583,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON07584,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON07585,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON07586,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON07587,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON07588,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON07589,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,High
CHRON07590,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Oncology,Low
CHRON07591,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON07592,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON07593,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Psychiatry,Low
CHRON07594,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Moderate
CHRON07595,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON07596,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON07597,Age 80+,3,"Symptom_0, Symptom_1",Cardiology,High
CHRON07598,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON07599,Age 70-80,1,"Symptom_0, Symptom_1",General Medicine,High
CHRON07600,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON07601,Alcohol Use,1,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON07602,Age 40-50,1,"Symptom_0, Symptom_1",Cardiology,Low
CHRON07603,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON07604,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Low
CHRON07605,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON07606,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",General Medicine,Low
CHRON07607,Poor Diet,1,"Symptom_0, Symptom_1",Oncology,Low
CHRON07608,Age 50-60,2,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON07609,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON07610,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,High
CHRON07611,Age 70-80,2,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON07612,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON07613,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07614,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Moderate
CHRON07615,Smoking,2,"Symptom_0, Symptom_1",Psychiatry,High
CHRON07616,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,High
CHRON07617,Age 50-60,3,"Symptom_0, Symptom_1",Rheumatology,High
CHRON07618,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON07619,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON07620,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON07621,Age 80+,2,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON07622,COPD + Heart Disease,5,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON07623,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07624,Heart Disease + CKD,5,"Symptom_0, Symptom_1",General Medicine,High
CHRON07625,Age 50-60,2,"Symptom_0, Symptom_1",Cardiology,Low
CHRON07626,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON07627,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON07628,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON07629,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON07630,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07631,Age 70-80,1,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON07632,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON07633,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,High
CHRON07634,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON07635,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,High
CHRON07636,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON07637,Age 50-60,3,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON07638,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON07639,Age 80+,2,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON07640,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON07641,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON07642,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Nephrology,Low
CHRON07643,COPD + Heart Disease,5,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON07644,Alcohol Use,2,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON07645,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON07646,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON07647,Poor Diet,1,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON07648,Smoking,1,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON07649,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON07650,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON07651,Age 80+,3,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON07652,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Nephrology,Low
CHRON07653,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON07654,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON07655,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON07656,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON07657,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Very High
CHRON07658,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON07659,Stress,2,"Symptom_0, Symptom_1",Oncology,High
CHRON07660,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON07661,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON07662,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON07663,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON07664,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON07665,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Low
CHRON07666,Stress,2,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON07667,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON07668,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON07669,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON07670,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Oncology,High
CHRON07671,Alcohol Use,2,"Symptom_0, Symptom_1",Oncology,Very High
CHRON07672,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON07673,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON07674,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Very High
CHRON07675,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Moderate
CHRON07676,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07677,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,High
CHRON07678,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON07679,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON07680,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON07681,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON07682,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON07683,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON07684,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON07685,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07686,Alcohol Use,2,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON07687,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Very High
CHRON07688,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON07689,Age 70-80,2,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07690,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON07691,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON07692,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07693,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON07694,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON07695,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON07696,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON07697,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON07698,Age 50-60,3,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON07699,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON07700,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON07701,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON07702,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON07703,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON07704,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07705,Stress,2,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON07706,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON07707,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON07708,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON07709,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Oncology,Very High
CHRON07710,Smoking,1,"Symptom_0, Symptom_1",Nephrology,High
CHRON07711,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Low
CHRON07712,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Endocrinology,High
CHRON07713,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON07714,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON07715,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON07716,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON07717,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Psychiatry,High
CHRON07718,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON07719,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON07720,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Low
CHRON07721,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON07722,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON07723,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON07724,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON07725,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Very High
CHRON07726,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,High
CHRON07727,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON07728,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON07729,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON07730,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON07731,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON07732,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Nephrology,High
CHRON07733,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON07734,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON07735,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON07736,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON07737,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON07738,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,High
CHRON07739,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON07740,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON07741,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Low
CHRON07742,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Very High
CHRON07743,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON07744,Poor Diet,1,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON07745,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",General Medicine,Low
CHRON07746,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON07747,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,High
CHRON07748,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON07749,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON07750,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON07751,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON07752,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON07753,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON07754,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Moderate
CHRON07755,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON07756,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Oncology,Very High
CHRON07757,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON07758,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON07759,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON07760,Alcohol Use,2,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON07761,Age 40-50,1,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07762,Heart Disease + CKD,3,"Symptom_0, Symptom_1",Pulmonology,Moderate
