Symptom_ID,Symptom_Name,Base_Severity,Emergency_Trigger,Associated_Department,Possible_Linked_Conditions,Typical_Duration_Days
SYMP07369,sudden weight loss,2,False,ICU,Condition_0,41
SYMP07370,chronic throat,10,False,General Medicine,Condition_0,36
SYMP07371,acute eye,4,False,Orthopedics,"Condition_0, Condition_1",54
SYMP07372,intermittent hearing loss,6,False,Orthopedics,"Condition_0, Condition_1, Condition_2",55
SYMP07373,mild ear,1,False,Surgery,"Condition_0, Condition_1",24
SYMP07374,mild numbness,7,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",2
SYMP07375,moderate diarrhea,6,False,Cardiology,"Condition_0, Condition_1",25
SYMP07376,sudden seizure,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",27
SYMP07377,mild throat,3,False,Surgery,"Condition_0, Condition_1",39
SYMP07378,moderate weakness,5,False,ICU,"Condition_0, Condition_1",55
SYMP07379,persistent blurred vision,2,False,Infectious Disease,Condition_0,25
SYMP07380,moderate vomiting,10,False,Cardiology,"Condition_0, Condition_1",36
SYMP07381,mild nausea,5,True,Cardiology,"Condition_0, Condition_1, Condition_2",46
SYMP07382,moderate chills,7,False,ICU,"Condition_0, Condition_1",14
SYMP07383,severe fever,10,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",6
SYMP07384,mild fatigue,2,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",56
SYMP07385,persistent wheezing,5,False,ICU,"Condition_0, Condition_1",12
SYMP07386,moderate palpitations,2,False,Gastroenterology,"Condition_0, Condition_1",17
SYMP07387,severe diarrhea,10,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",37
SYMP07388,mild wheezing,5,False,Orthopedics,Condition_0,27
SYMP07389,sudden back,10,False,Cardiology,"Condition_0, Condition_1",17
SYMP07390,persistent throat,7,False,Infectious Disease,"Condition_0, Condition_1",55
SYMP07391,persistent sweating,10,False,Infectious Disease,"Condition_0, Condition_1",53
SYMP07392,sudden chest,5,True,General Medicine,Condition_0,52
SYMP07393,sudden rapid heartbeat,10,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",4
SYMP07394,severe diarrhea,1,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",54
SYMP07395,intermittent weakness,6,False,Cardiology,"Condition_0, Condition_1",56
SYMP07396,severe chest,5,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",40
SYMP07397,intermittent wheezing,10,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",40
SYMP07398,intermittent head,10,False,Neurology,Condition_0,48
SYMP07399,sudden eye,2,True,Surgery,"Condition_0, Condition_1",40
SYMP07400,severe nausea,4,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",29
SYMP07401,acute wheezing,6,False,Emergency,"Condition_0, Condition_1, Condition_2",38
SYMP07402,chronic cough,5,False,ICU,"Condition_0, Condition_1, Condition_2",22
SYMP07403,mild loss of smell,3,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",34
SYMP07404,chronic constipation,2,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",4
SYMP07405,intermittent muscle,2,False,Pulmonology,"Condition_0, Condition_1",31
SYMP07406,mild muscle,9,True,General Medicine,"Condition_0, Condition_1, Condition_2",44
SYMP07407,acute diarrhea,5,False,Cardiology,Condition_0,55
SYMP07408,persistent joint,10,True,Surgery,"Condition_0, Condition_1, Condition_2",15
SYMP07409,moderate abdominal,3,False,Infectious Disease,Condition_0,48
SYMP07410,intermittent hearing loss,8,True,ICU,Condition_0,43
SYMP07411,sudden palpitations,1,False,Emergency,"Condition_0, Condition_1",7
SYMP07412,chronic numbness,4,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP07413,acute nausea,4,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",1
SYMP07414,moderate loss of taste,1,False,Neurology,"Condition_0, Condition_1",39
SYMP07415,severe throat,3,False,Gastroenterology,"Condition_0, Condition_1",5
SYMP07416,intermittent confusion,4,False,Emergency,"Condition_0, Condition_1",30
SYMP07417,intermittent loss of smell,1,False,Neurology,"Condition_0, Condition_1",33
SYMP07418,moderate chest tightness,1,False,Neurology,Condition_0,47
SYMP07419,mild seizure,2,False,Gastroenterology,Condition_0,36
SYMP07420,mild dizziness,3,False,Surgery,"Condition_0, Condition_1",58
SYMP07421,chronic constipation,6,True,Surgery,Condition_0,37
SYMP07422,persistent ear,10,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",19
SYMP07423,acute dizziness,7,True,Orthopedics,Condition_0,50
SYMP07424,moderate loss of taste,1,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP07425,chronic muscle,9,True,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",19
SYMP07426,chronic irregular heartbeat,8,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP07427,intermittent chest,5,False,Pulmonology,Condition_0,51
SYMP07428,intermittent abdominal,4,True,ICU,"Condition_0, Condition_1",13
SYMP07429,sudden chest tightness,4,False,ICU,"Condition_0, Condition_1, Condition_2",17
SYMP07430,sudden dizziness,6,False,ICU,"Condition_0, Condition_1",7
SYMP07431,mild weakness,9,False,Pulmonology,"Condition_0, Condition_1, Condition_2",37
SYMP07432,severe eye,1,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",23
SYMP07433,persistent sweating,3,False,Emergency,"Condition_0, Condition_1",46
SYMP07434,moderate eye,1,False,ICU,"Condition_0, Condition_1, Condition_2",51
SYMP07435,persistent back,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2",21
SYMP07436,severe chills,5,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",32
SYMP07437,intermittent wheezing,1,True,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",31
SYMP07438,chronic cough,4,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",52
SYMP07439,sudden dizziness,10,False,Cardiology,Condition_0,35
SYMP07440,persistent head,9,True,Surgery,"Condition_0, Condition_1",53
SYMP07441,chronic chills,2,False,Pulmonology,Condition_0,58
SYMP07442,mild joint,5,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",33
SYMP07443,mild cough,4,False,Orthopedics,Condition_0,23
SYMP07444,chronic palpitations,6,False,General Medicine,Condition_0,47
SYMP07445,intermittent cough,3,False,Cardiology,"Condition_0, Condition_1",26
SYMP07446,chronic abdominal,6,False,Pulmonology,Condition_0,11
SYMP07447,intermittent tingling,4,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP07448,severe dizziness,9,False,Neurology,"Condition_0, Condition_1",34
SYMP07449,acute fatigue,1,False,Gastroenterology,"Condition_0, Condition_1",50
SYMP07450,chronic palpitations,6,False,Infectious Disease,"Condition_0, Condition_1",4
SYMP07451,severe fatigue,8,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP07452,persistent blurred vision,10,False,ICU,"Condition_0, Condition_1",58
SYMP07453,acute weight loss,5,False,Pulmonology,Condition_0,54
SYMP07454,sudden difficulty breathing,2,False,Neurology,"Condition_0, Condition_1, Condition_2",14
SYMP07455,mild tingling,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2",49
SYMP07456,intermittent wheezing,1,False,Surgery,Condition_0,55
SYMP07457,persistent chest tightness,5,False,Infectious Disease,Condition_0,16
SYMP07458,acute chest,8,False,Neurology,"Condition_0, Condition_1",24
SYMP07459,chronic blurred vision,9,True,Surgery,Condition_0,7
SYMP07460,acute ear,7,False,Surgery,"Condition_0, Condition_1",29
SYMP07461,sudden chest,2,True,ICU,"Condition_0, Condition_1, Condition_2",15
SYMP07462,intermittent chills,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP07463,severe eye,9,False,Pulmonology,Condition_0,50
SYMP07464,severe muscle,5,True,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",38
SYMP07465,chronic head,7,False,Emergency,"Condition_0, Condition_1, Condition_2",36
SYMP07466,acute shortness of breath,7,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP07467,mild eye,2,False,Neurology,"Condition_0, Condition_1",19
SYMP07468,intermittent irregular heartbeat,3,False,Neurology,"Condition_0, Condition_1",6
SYMP07469,chronic loss of taste,1,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",32
SYMP07470,sudden palpitations,2,False,Emergency,Condition_0,22
SYMP07471,severe back,6,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP07472,persistent numbness,5,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",42
SYMP07473,acute hearing loss,5,False,Orthopedics,Condition_0,28
SYMP07474,persistent vomiting,1,False,Infectious Disease,"Condition_0, Condition_1",15
SYMP07475,acute dizziness,5,False,Orthopedics,"Condition_0, Condition_1, Condition_2",55
SYMP07476,persistent tingling,5,False,Infectious Disease,"Condition_0, Condition_1",47
SYMP07477,moderate weakness,2,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",5
SYMP07478,intermittent loss of smell,6,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",59
SYMP07479,moderate numbness,1,False,Neurology,"Condition_0, Condition_1, Condition_2",21
SYMP07480,chronic weakness,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",31
SYMP07481,acute numbness,4,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",24
SYMP07482,intermittent vomiting,4,False,Surgery,"Condition_0, Condition_1",46
SYMP07483,intermittent cough,10,False,Gastroenterology,Condition_0,39
SYMP07484,severe weakness,10,True,ICU,Condition_0,4
SYMP07485,moderate palpitations,1,False,ICU,"Condition_0, Condition_1, Condition_2",43
SYMP07486,persistent hearing loss,5,False,Cardiology,Condition_0,46
SYMP07487,persistent diarrhea,6,False,Orthopedics,"Condition_0, Condition_1",44
SYMP07488,acute irregular heartbeat,7,False,General Medicine,Condition_0,58
SYMP07489,mild wheezing,5,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",4
SYMP07490,moderate muscle,6,True,Gastroenterology,"Condition_0, Condition_1",53
SYMP07491,moderate chest tightness,2,True,Orthopedics,"Condition_0, Condition_1",46
SYMP07492,severe weight loss,9,False,General Medicine,"Condition_0, Condition_1, Condition_2",51
SYMP07493,intermittent fatigue,1,True,Emergency,"Condition_0, Condition_1, Condition_2",54
SYMP07494,chronic seizure,2,False,Infectious Disease,"Condition_0, Condition_1",40
SYMP07495,moderate ear,6,False,General Medicine,"Condition_0, Condition_1",46
SYMP07496,persistent head,2,False,Gastroenterology,Condition_0,21
SYMP07497,intermittent dizziness,8,False,Orthopedics,"Condition_0, Condition_1, Condition_2",19
SYMP07498,moderate seizure,3,False,Pulmonology,"Condition_0, Condition_1, Condition_2",18
SYMP07499,intermittent bloating,10,False,General Medicine,"Condition_0, Condition_1",24
SYMP07500,intermittent abdominal,5,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",4
SYMP07501,sudden irregular heartbeat,10,False,Cardiology,"Condition_0, Condition_1",12
SYMP07502,acute cough,5,False,General Medicine,Condition_0,32
SYMP07503,persistent nausea,5,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",46
SYMP07504,acute loss of smell,2,False,Neurology,"Condition_0, Condition_1",1
SYMP07505,sudden weakness,4,True,Orthopedics,"Condition_0, Condition_1, Condition_2",44
SYMP07506,moderate tingling,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",47
SYMP07507,severe hearing loss,5,False,Pulmonology,"Condition_0, Condition_1",29
SYMP07508,mild palpitations,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP07509,intermittent weakness,1,False,Orthopedics,"Condition_0, Condition_1",53
SYMP07510,sudden head,6,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",55
SYMP07511,intermittent bloating,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2",8
SYMP07512,persistent nausea,6,False,Cardiology,Condition_0,24
SYMP07513,chronic difficulty breathing,6,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",12
SYMP07514,acute loss of taste,6,False,Neurology,Condition_0,22
SYMP07515,chronic weakness,7,False,Cardiology,"Condition_0, Condition_1, Condition_2",53
SYMP07516,persistent weakness,8,False,Surgery,"Condition_0, Condition_1",21
SYMP07517,acute vomiting,4,False,ICU,"Condition_0, Condition_1",26
SYMP07518,sudden shortness of breath,8,False,Pulmonology,"Condition_0, Condition_1, Condition_2",9
SYMP07519,chronic throat,9,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",33
SYMP07520,intermittent irregular heartbeat,1,False,Neurology,"Condition_0, Condition_1",29
SYMP07521,severe tingling,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",18
SYMP07522,acute back,10,False,Cardiology,Condition_0,7
SYMP07523,persistent muscle,6,False,ICU,"Condition_0, Condition_1",18
SYMP07524,intermittent constipation,6,False,General Medicine,Condition_0,57
SYMP07525,intermittent chest tightness,9,False,ICU,Condition_0,30
SYMP07526,intermittent bloating,3,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",35
SYMP07527,mild eye,7,False,Surgery,"Condition_0, Condition_1, Condition_2",38
SYMP07528,moderate joint,10,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",5
SYMP07529,chronic diarrhea,10,True,General Medicine,"Condition_0, Condition_1",6
SYMP07530,severe ear,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",26
SYMP07531,moderate chills,7,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",37
SYMP07532,mild fatigue,10,True,Cardiology,"Condition_0, Condition_1, Condition_2",37
SYMP07533,acute tingling,6,False,Infectious Disease,Condition_0,37
SYMP07534,intermittent loss of taste,2,False,General Medicine,"Condition_0, Condition_1, Condition_2",35
SYMP07535,sudden abdominal,9,True,General Medicine,"Condition_0, Condition_1",35
SYMP07536,moderate joint,5,False,Infectious Disease,"Condition_0, Condition_1",29
SYMP07537,sudden weakness,10,False,Cardiology,"Condition_0, Condition_1, Condition_2",59
SYMP07538,intermittent ear,4,False,General Medicine,"Condition_0, Condition_1, Condition_2",16
SYMP07539,persistent difficulty breathing,2,True,Cardiology,"Condition_0, Condition_1",12
SYMP07540,severe weakness,10,False,Pulmonology,"Condition_0, Condition_1",16
SYMP07541,chronic fever,4,False,Emergency,Condition_0,36
SYMP07542,sudden confusion,6,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP07543,severe difficulty breathing,5,False,ICU,Condition_0,2
SYMP07544,acute tingling,3,False,Surgery,Condition_0,44
SYMP07545,moderate abdominal,9,False,Emergency,Condition_0,43
SYMP07546,sudden rapid heartbeat,8,False,Surgery,"Condition_0, Condition_1",17
SYMP07547,acute dizziness,10,True,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",55
SYMP07548,moderate loss of taste,2,False,Emergency,"Condition_0, Condition_1, Condition_2",19
SYMP07549,chronic abdominal,2,False,Infectious Disease,Condition_0,25
SYMP07550,chronic wheezing,6,False,Orthopedics,Condition_0,51
SYMP07551,moderate head,6,False,Pulmonology,"Condition_0, Condition_1, Condition_2",8
SYMP07552,sudden hearing loss,5,False,General Medicine,"Condition_0, Condition_1",16
SYMP07553,intermittent loss of smell,3,False,Pulmonology,"Condition_0, Condition_1",8
SYMP07554,acute diarrhea,9,False,Cardiology,Condition_0,10
SYMP07555,mild tingling,4,False,ICU,"Condition_0, Condition_1, Condition_2",50
SYMP07556,mild joint,1,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",11
SYMP07557,persistent bloating,5,False,Surgery,"Condition_0, Condition_1, Condition_2",44
SYMP07558,chronic back,1,False,Pulmonology,"Condition_0, Condition_1",49
SYMP07559,intermittent seizure,2,False,Infectious Disease,Condition_0,5
SYMP07560,acute abdominal,4,True,Gastroenterology,Condition_0,48
SYMP07561,mild dizziness,7,False,Orthopedics,Condition_0,7
SYMP07562,severe dizziness,4,False,ICU,Condition_0,11
SYMP07563,acute difficulty breathing,6,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",46
SYMP07564,chronic loss of smell,2,False,ICU,Condition_0,54
SYMP07565,intermittent weight loss,1,False,Orthopedics,Condition_0,37
SYMP07566,persistent muscle,9,True,General Medicine,"Condition_0, Condition_1, Condition_2",35
SYMP07567,chronic blurred vision,10,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",19
SYMP07568,moderate wheezing,9,False,Pulmonology,"Condition_0, Condition_1, Condition_2",32
SYMP07569,chronic rapid heartbeat,9,False,Infectious Disease,Condition_0,49
SYMP07570,mild vomiting,7,False,Gastroenterology,"Condition_0, Condition_1",6
SYMP07571,intermittent palpitations,6,False,Emergency,"Condition_0, Condition_1, Condition_2",54
SYMP07572,severe diarrhea,3,False,Surgery,Condition_0,34
SYMP07573,acute shortness of breath,2,False,Gastroenterology,Condition_0,17
SYMP07574,persistent eye,2,False,General Medicine,"Condition_0, Condition_1",50
SYMP07575,persistent palpitations,3,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP07576,acute ear,1,False,ICU,"Condition_0, Condition_1, Condition_2",15
