Condition_ID,Condition_Name,Condition_Category,Base_Severity_Score,Default_Department,Emergency_Flag,Contagious_Flag,Max_Recommended_Wait_Time_Minutes,Mortality_Risk_Level,Progression_Speed
COND07755,Fracture Major 1st Degree,Trauma,10,General Medicine,No,No,142,Low,Slow
COND07756,Heart Failure Moderate Stage 1,Cardiac,8,Surgery,No,No,140,Moderate,Slow
COND07757,Emphysema Moderate Viral,Respiratory,10,General Medicine,No,Yes,43,Low,Slow
COND07758,Sinusitis Moderate Exacerbation,Respiratory,2,Pulmonology,No,No,46,Low,Moderate
COND07759,Influenza Severe Type 2,Respiratory,10,Pulmonology,Yes,No,76,Low,Fast
COND07760,Endocarditis Moderate Grade II,Cardiac,4,Emergency,No,No,146,Low,Fast
COND07761,GI Bleed Acute Type C,Gastrointestinal,6,Emergency,Yes,No,43,High,Fast
COND07762,Valvular Disease Chronic Stage 3,Cardiac,9,Neurology,Yes,No,49,Low,Moderate
COND07763,Arrhythmia Unstable Stage 3,Cardiac,9,Pulmonology,Yes,No,74,Low,Moderate
COND07764,Sinusitis Severe Bacterial,Respiratory,6,General Medicine,Yes,No,46,High,Slow
COND07765,Gastroenteritis Acute Gram Positive,Infection,6,Emergency,No,Yes,82,Low,Slow
COND07766,Laceration Mild Compound,Trauma,3,Pulmonology,No,No,85,Low,Moderate
COND07767,GI Bleed Chronic Type B,Gastrointestinal,8,Gastroenterology,No,No,166,Low,Slow
COND07768,Peptic Ulcer Severe Complicated,Gastrointestinal,10,General Medicine,No,No,92,Low,Slow
COND07769,Pulmonary Fibrosis Mild Type 2,Respiratory,2,Neurology,Yes,No,115,Moderate,Moderate
COND07770,Dislocation Mild Simple,Trauma,5,Orthopedics,No,No,52,Moderate,Moderate
COND07771,Spinal Injury Moderate 3rd Degree,Trauma,8,Cardiology,No,No,85,Low,Moderate
COND07772,Migraine Mild Ischemic,Neurological,10,Pulmonology,No,No,152,Moderate,Fast
COND07773,Laryngitis Latent Viral,Respiratory,4,General Medicine,No,No,39,Low,Slow
COND07774,Bacterial Infection Moderate Community Acquired,Infection,9,Gastroenterology,Yes,No,145,Low,Fast
COND07775,Angina Stable Grade II,Cardiac,4,Pulmonology,No,No,88,High,Slow
COND07776,Diverticulitis Acute Uncomplicated,Gastrointestinal,5,Emergency,No,Yes,42,Moderate,Slow
COND07777,Fracture Moderate Compound,Trauma,5,Surgery,Yes,No,64,Low,Moderate
COND07778,UTI Recurrent Resistant,Infection,4,General Medicine,No,No,106,Low,Fast
COND07779,Pharyngitis Mild Type 1,Respiratory,3,Neurology,No,No,159,Low,Moderate
COND07780,Dislocation Severe Compound,Trauma,9,Emergency,No,No,43,Low,Slow
COND07781,Sprain Minor 2nd Degree,Trauma,5,Neurology,Yes,No,34,Moderate,Moderate
COND07782,Deep Vein Thrombosis Mild Stage 3,Cardiac,3,Infectious Disease,No,Yes,29,Low,Slow
COND07783,COPD Active Type 1,Respiratory,9,Surgery,No,No,174,Moderate,Moderate
COND07784,Concussion Severe Primary,Neurological,6,Neurology,No,No,0,Low,Fast
COND07785,Hepatitis Severe Type B,Gastrointestinal,7,Infectious Disease,Yes,No,8,Moderate,Moderate
COND07786,Blood Infection Severe Resistant,Infection,9,Gastroenterology,No,Yes,161,Low,Slow
COND07787,Pulmonary Fibrosis Latent Exacerbation,Respiratory,7,Gastroenterology,No,No,37,Low,Slow
COND07788,Lung Cancer Moderate Type 2,Respiratory,7,Neurology,Yes,No,141,Moderate,Moderate
COND07789,Multiple Sclerosis Chronic Hemorrhagic,Neurological,5,ICU,Yes,No,20,Low,Slow
COND07790,Endocarditis Chronic Type A,Cardiac,9,Surgery,No,No,67,Low,Slow
COND07791,Pleurisy Severe Viral,Respiratory,2,Neurology,Yes,Yes,9,Moderate,Slow
COND07792,Cardiomyopathy Chronic Stage 2,Cardiac,8,General Medicine,No,No,138,Low,Fast
COND07793,Cardiomyopathy Chronic Grade III,Cardiac,3,Surgery,Yes,Yes,175,Low,Slow
COND07794,Stroke Progressive Primary,Neurological,3,ICU,No,No,142,Low,Moderate
COND07795,Migraine Progressive Generalized,Neurological,6,Pulmonology,No,Yes,130,Moderate,Fast
COND07796,Endocarditis Chronic Stage 1,Cardiac,9,Emergency,No,No,160,Low,Slow
COND07797,Bell Palsy Acute Generalized,Neurological,8,Emergency,No,No,125,Low,Slow
COND07798,Pneumothorax Latent Viral,Respiratory,3,Gastroenterology,No,Yes,81,Moderate,Slow
COND07799,Myocardial Infarction Moderate Type B,Cardiac,7,Gastroenterology,Yes,No,99,Moderate,Slow
COND07800,Meningitis Mild Generalized,Neurological,9,Emergency,No,No,50,Low,Moderate
COND07801,Cirrhosis Acute Type C,Gastrointestinal,5,Pulmonology,Yes,Yes,139,Moderate,Fast
COND07802,Respiratory Distress Syndrome Severe Type 1,Respiratory,7,General Medicine,No,No,167,High,Fast
COND07803,Heart Failure Mild Grade I,Cardiac,3,Gastroenterology,No,No,9,Low,Slow
COND07804,Vertigo Acute Hemorrhagic,Neurological,10,Gastroenterology,No,No,169,High,Slow
COND07805,Lung Cancer Latent Bacterial,Respiratory,2,Surgery,No,No,147,Low,Slow
COND07806,Pancreatitis Mild Type A,Gastrointestinal,3,Neurology,No,Yes,153,Moderate,Slow
COND07807,Dislocation Major Compound,Trauma,5,Neurology,No,No,110,Low,Fast
COND07808,Sprain Mild Compound,Trauma,2,Cardiology,Yes,Yes,147,Moderate,Slow
COND07809,Bowel Obstruction Moderate Type A,Gastrointestinal,10,Gastroenterology,No,Yes,161,Low,Moderate
COND07810,Spinal Injury Severe Compound,Trauma,2,Surgery,Yes,Yes,167,Moderate,Moderate
COND07811,Deep Vein Thrombosis Moderate Grade II,Cardiac,6,Pulmonology,No,Yes,119,Low,Fast
COND07812,Gastritis Chronic Type C,Gastrointestinal,3,Orthopedics,No,No,124,Low,Moderate
COND07813,Pneumonia Latent Type 1,Respiratory,3,Cardiology,Yes,Yes,61,Low,Slow
COND07814,Head Injury Minor 3rd Degree,Trauma,7,Cardiology,No,No,80,Low,Moderate
COND07815,Internal Bleeding Severe 2nd Degree,Trauma,3,Orthopedics,No,No,66,Low,Fast
COND07816,COVID-19 Chronic Bacterial,Respiratory,10,Emergency,No,No,100,Low,Slow
COND07817,Cellulitis Severe Resistant,Infection,7,Emergency,No,No,53,Low,Moderate
COND07818,Seizure Acute Focal,Neurological,4,Infectious Disease,No,No,62,Moderate,Moderate
COND07819,Gastritis Moderate Uncomplicated,Gastrointestinal,4,Gastroenterology,No,No,144,Moderate,Moderate
COND07820,Head Injury Mild Simple,Trauma,7,Surgery,Yes,Yes,78,Low,Slow
COND07821,Coronary Artery Disease Chronic Grade II,Cardiac,3,Orthopedics,No,No,155,Low,Slow
COND07822,Angina Stable Type A,Cardiac,3,Cardiology,Yes,No,159,Low,Moderate
COND07823,Heart Failure Severe Stage 2,Cardiac,6,Cardiology,No,Yes,45,Low,Moderate
COND07824,Pericarditis Mild Grade I,Cardiac,7,Surgery,Yes,No,47,High,Fast
COND07825,Peptic Ulcer Mild Uncomplicated,Gastrointestinal,2,Cardiology,Yes,No,73,Low,Moderate
COND07826,Diverticulitis Chronic Type A,Gastrointestinal,6,General Medicine,No,No,94,Low,Slow
COND07827,Viral Fever Severe Community Acquired,Infection,4,Neurology,No,Yes,35,High,Fast
COND07828,Peptic Ulcer Acute Complicated,Gastrointestinal,3,ICU,No,No,127,Low,Moderate
COND07829,Bacterial Infection Chronic Resistant,Infection,3,Cardiology,No,No,148,Moderate,Slow
COND07830,Liver Failure Severe Complicated,Gastrointestinal,2,Infectious Disease,No,No,154,Low,Fast
COND07831,Pulmonary Embolism Stable Type A,Cardiac,9,Infectious Disease,Yes,No,129,Moderate,Slow
COND07832,Gastroenteritis Acute Gram Negative,Infection,6,Orthopedics,Yes,Yes,161,Low,Moderate
COND07833,Dengue Chronic Gram Positive,Infection,9,Emergency,No,No,18,High,Moderate
COND07834,Dengue Recurrent Community Acquired,Infection,9,Pulmonology,No,No,137,Moderate,Fast
COND07835,Arrhythmia Stable Grade III,Cardiac,4,Surgery,Yes,No,171,Low,Moderate
COND07836,Pleural Effusion Moderate Viral,Respiratory,4,Gastroenterology,No,No,58,Low,Slow
COND07837,Typhoid Severe Community Acquired,Infection,3,ICU,Yes,No,119,Low,Slow
COND07838,Pneumonia Mild Viral,Respiratory,5,Emergency,No,No,146,Low,Slow
COND07839,Blood Infection Acute Resistant,Infection,8,Cardiology,No,No,60,Low,Moderate
COND07840,Sprain Severe Compound,Trauma,8,Infectious Disease,Yes,No,38,Moderate,Fast
COND07841,Hepatitis Moderate Complicated,Gastrointestinal,3,Cardiology,Yes,No,178,Low,Moderate
COND07842,Encephalitis Moderate Focal,Neurological,8,Infectious Disease,Yes,Yes,136,Low,Slow
COND07843,Aortic Dissection Moderate Stage 2,Cardiac,7,Surgery,No,Yes,8,Low,Moderate
COND07844,TIA Mild Focal,Neurological,4,Surgery,No,No,21,Low,Moderate
COND07845,Heart Failure Moderate Grade III,Cardiac,10,Gastroenterology,No,No,66,Low,Fast
COND07846,Sepsis Mild Resistant,Infection,3,Orthopedics,No,Yes,160,Low,Moderate
COND07847,Respiratory Distress Syndrome Chronic Bacterial,Respiratory,10,ICU,Yes,No,119,Low,Slow
COND07848,Peripheral Artery Disease Chronic Grade I,Cardiac,9,Emergency,No,Yes,67,Low,Moderate
COND07849,Fracture Minor Compound,Trauma,2,ICU,No,No,29,High,Moderate
COND07850,Encephalitis Severe Hemorrhagic,Neurological,7,Neurology,No,Yes,6,High,Slow
COND07851,Bacterial Infection Acute Community Acquired,Infection,10,Neurology,No,No,29,High,Slow
COND07852,Pericarditis Acute Stage 2,Cardiac,8,Surgery,No,No,11,Moderate,Moderate
COND07853,Internal Bleeding Moderate Open,Trauma,7,Infectious Disease,No,No,1,High,Fast
COND07854,Laryngitis Acute Fungal,Respiratory,7,General Medicine,No,Yes,94,Low,Moderate
COND07855,GERD Chronic Type A,Gastrointestinal,3,Cardiology,No,No,22,Low,Fast
COND07856,Pleurisy Active Bacterial,Respiratory,8,Pulmonology,No,No,98,Low,Slow
COND07857,Vertigo Severe Focal,Neurological,5,Gastroenterology,No,No,67,Low,Slow
COND07858,Angina Severe Grade III,Cardiac,9,Infectious Disease,Yes,Yes,153,Low,Slow
COND07859,Angina Stable Grade II,Cardiac,3,Infectious Disease,No,No,176,High,Slow
COND07860,Cellulitis Recurrent Community Acquired,Infection,3,Neurology,Yes,No,28,Low,Slow
COND07861,Peptic Ulcer Moderate Type B,Gastrointestinal,2,General Medicine,Yes,No,179,Low,Moderate
COND07862,UTI Acute Gram Negative,Infection,10,Emergency,No,No,116,Moderate,Slow
COND07863,Respiratory Distress Syndrome Chronic Type 2,Respiratory,10,Neurology,No,No,92,Moderate,Moderate
COND07864,Fracture Major Open,Trauma,4,Infectious Disease,No,No,64,High,Moderate
COND07865,Coronary Artery Disease Chronic Stage 1,Cardiac,2,Pulmonology,No,No,169,Low,Moderate
COND07866,Cirrhosis Mild Type B,Gastrointestinal,5,Emergency,No,Yes,100,Moderate,Slow
COND07867,Bacterial Infection Recurrent Resistant,Infection,10,Cardiology,Yes,Yes,74,Low,Slow
COND07868,Blood Infection Chronic Community Acquired,Infection,3,Gastroenterology,No,No,63,Moderate,Fast
COND07869,Encephalitis Moderate Hemorrhagic,Neurological,9,ICU,No,Yes,93,Low,Moderate
COND07870,GERD Chronic Type C,Gastrointestinal,7,Cardiology,No,Yes,158,Low,Fast
COND07871,Diverticulitis Moderate Type B,Gastrointestinal,10,Pulmonology,No,Yes,58,Low,Moderate
COND07872,Seizure Moderate Focal,Neurological,6,Orthopedics,No,No,143,Moderate,Moderate
COND07873,Myocardial Infarction Chronic Grade I,Cardiac,10,Neurology,No,No,163,Low,Fast
COND07874,Atrial Fibrillation Chronic Grade III,Cardiac,6,Emergency,No,No,30,Low,Moderate
COND07875,Encephalitis Progressive Generalized,Neurological,10,Surgery,No,No,18,Low,Moderate
COND07876,Cardiomyopathy Severe Type B,Cardiac,8,Gastroenterology,No,No,142,Low,Moderate
COND07877,Diverticulitis Acute Type C,Gastrointestinal,9,Cardiology,Yes,No,73,Moderate,Moderate
COND07878,Liver Failure Chronic Uncomplicated,Gastrointestinal,6,Emergency,No,No,114,Low,Moderate
COND07879,TIA Moderate Generalized,Neurological,6,Orthopedics,No,No,110,Low,Fast
COND07880,Arrhythmia Unstable Grade I,Cardiac,10,Neurology,Yes,No,145,Moderate,Moderate
COND07881,Cholecystitis Moderate Uncomplicated,Gastrointestinal,4,ICU,No,No,125,Moderate,Slow
COND07882,Concussion Severe Generalized,Neurological,4,Infectious Disease,No,Yes,126,Moderate,Slow
COND07883,Deep Vein Thrombosis Unstable Grade II,Cardiac,5,Orthopedics,No,No,129,Moderate,Fast
COND07884,Valvular Disease Chronic Stage 3,Cardiac,6,Orthopedics,No,No,152,Moderate,Slow
COND07885,IBD Mild Type C,Gastrointestinal,2,General Medicine,No,No,164,Low,Moderate
COND07886,Seizure Acute Hemorrhagic,Neurological,6,Pulmonology,No,No,75,Moderate,Slow
COND07887,Brain Tumor Mild Hemorrhagic,Neurological,6,General Medicine,No,No,128,Low,Fast
COND07888,Peptic Ulcer Moderate Type B,Gastrointestinal,4,Cardiology,No,No,9,Moderate,Slow
COND07889,Pharyngitis Chronic Type 1,Respiratory,7,Cardiology,No,No,81,Low,Slow
COND07890,Meningitis Acute Hemorrhagic,Neurological,9,Cardiology,No,Yes,119,Moderate,Moderate
COND07891,Angina Stable Grade I,Cardiac,2,Orthopedics,No,No,45,Low,Moderate
COND07892,Head Injury Mild 3rd Degree,Trauma,7,Cardiology,No,No,165,Low,Slow
COND07893,Concussion Acute Primary,Neurological,8,Neurology,Yes,No,64,Moderate,Slow
COND07894,Crush Injury Moderate Open,Trauma,10,Orthopedics,Yes,No,81,Low,Moderate
COND07895,Myocardial Infarction Severe Stage 3,Cardiac,8,Cardiology,No,No,15,Low,Slow
COND07896,Diverticulitis Acute Type A,Gastrointestinal,3,Infectious Disease,No,No,76,Low,Fast
COND07897,Cholecystitis Severe Complicated,Gastrointestinal,2,Infectious Disease,No,No,76,High,Slow
COND07898,Respiratory Distress Syndrome Active Type 1,Respiratory,4,Orthopedics,No,No,86,Low,Moderate
COND07899,Peptic Ulcer Chronic Type C,Gastrointestinal,5,Cardiology,No,No,71,Low,Fast
COND07900,Endocarditis Severe Type B,Cardiac,6,General Medicine,No,No,70,Low,Fast
COND07901,Pericarditis Unstable Type B,Cardiac,8,ICU,No,Yes,6,Low,Slow
COND07902,Arrhythmia Unstable Type B,Cardiac,7,General Medicine,Yes,No,1,Low,Moderate
COND07903,Valvular Disease Acute Grade II,Cardiac,9,Pulmonology,No,Yes,73,Low,Moderate
COND07904,Neuropathy Acute Generalized,Neurological,5,Infectious Disease,Yes,No,144,Low,Slow
COND07905,Fracture Severe Compound,Trauma,4,Surgery,No,No,64,High,Slow
COND07906,Pulmonary Embolism Moderate Type A,Cardiac,4,Infectious Disease,No,No,45,Low,Moderate
COND07907,Sprain Major 3rd Degree,Trauma,4,Orthopedics,No,No,153,Low,Fast
COND07908,UTI Mild Community Acquired,Infection,7,ICU,Yes,No,158,Low,Slow
COND07909,Asthma Acute Viral,Respiratory,6,Cardiology,No,No,22,Low,Moderate
COND07910,Concussion Severe Generalized,Neurological,4,General Medicine,No,No,151,Low,Slow
COND07911,Multiple Sclerosis Chronic Hemorrhagic,Neurological,6,Surgery,Yes,Yes,99,Low,Moderate
COND07912,Neuropathy Moderate Primary,Neurological,6,General Medicine,No,No,108,Moderate,Slow
COND07913,Peripheral Artery Disease Stable Grade III,Cardiac,5,Emergency,Yes,No,6,Low,Slow
COND07914,Pleural Effusion Latent Type 1,Respiratory,6,General Medicine,No,Yes,0,Moderate,Fast
COND07915,Alzheimers Progressive Primary,Neurological,2,Infectious Disease,No,No,93,High,Moderate
COND07916,GERD Acute Uncomplicated,Gastrointestinal,4,Neurology,Yes,Yes,165,Low,Moderate
COND07917,Bronchitis Active Viral,Respiratory,10,Orthopedics,Yes,No,79,Low,Slow
COND07918,Crush Injury Severe Open,Trauma,3,Pulmonology,No,No,47,Low,Moderate
COND07919,Head Injury Severe Open,Trauma,6,Emergency,No,No,47,Low,Slow
COND07920,Sepsis Moderate Gram Negative,Infection,5,Orthopedics,Yes,No,52,Low,Fast
COND07921,Gastroenteritis Moderate Gram Positive,Infection,9,ICU,No,Yes,67,Low,Fast
COND07922,Pulmonary Embolism Moderate Stage 2,Cardiac,8,Neurology,Yes,No,124,Low,Slow
COND07923,Angina Acute Type A,Cardiac,9,ICU,Yes,Yes,121,Low,Slow
COND07924,IBS Severe Type C,Gastrointestinal,3,Orthopedics,No,No,34,Low,Moderate
COND07925,Cardiomyopathy Severe Grade II,Cardiac,2,Orthopedics,No,Yes,35,Low,Slow
COND07926,Deep Vein Thrombosis Severe Type A,Cardiac,4,Emergency,Yes,No,176,High,Slow
COND07927,Multiple Sclerosis Severe Primary,Neurological,6,Orthopedics,No,No,72,Low,Slow
COND07928,Blood Infection Mild Community Acquired,Infection,6,Infectious Disease,No,No,84,Low,Moderate
COND07929,Diverticulitis Severe Uncomplicated,Gastrointestinal,10,General Medicine,No,No,166,Low,Slow
COND07930,Pancreatitis Moderate Type A,Gastrointestinal,5,Neurology,No,No,23,Low,Slow
COND07931,Fungal Infection Severe Gram Positive,Infection,9,Emergency,No,Yes,54,Moderate,Slow
COND07932,Fungal Infection Acute Gram Positive,Infection,7,Cardiology,Yes,Yes,14,Moderate,Moderate
COND07933,Abscess Moderate Community Acquired,Infection,5,Gastroenterology,No,Yes,33,Low,Moderate
COND07934,Cirrhosis Mild Type B,Gastrointestinal,4,Neurology,No,No,117,Low,Moderate
COND07935,Peripheral Artery Disease Mild Type B,Cardiac,3,Cardiology,No,Yes,71,Low,Moderate
COND07936,Peripheral Artery Disease Acute Stage 2,Cardiac,9,Emergency,Yes,Yes,125,Moderate,Moderate
COND07937,Hypertension Mild Type A,Cardiac,10,Pulmonology,No,No,155,Low,Slow
COND07938,Hypertension Severe Grade III,Cardiac,5,Cardiology,No,No,166,Moderate,Slow
COND07939,Meningitis Mild Generalized,Neurological,2,Surgery,Yes,No,170,Low,Slow
COND07940,Migraine Chronic Hemorrhagic,Neurological,9,ICU,Yes,Yes,87,Low,Moderate
COND07941,Neuropathy Mild Secondary,Neurological,3,Orthopedics,No,No,159,Moderate,Fast
COND07942,Dislocation Severe Closed,Trauma,9,Neurology,No,Yes,92,Moderate,Moderate
COND07943,Pancreatitis Moderate Type A,Gastrointestinal,5,Neurology,No,No,30,Low,Slow
COND07944,Burn Severe Closed,Trauma,3,Emergency,No,No,94,Moderate,Moderate
COND07945,Coronary Artery Disease Mild Grade I,Cardiac,9,Orthopedics,No,No,135,Low,Slow
COND07946,Head Injury Severe Closed,Trauma,5,Orthopedics,Yes,No,133,High,Slow
COND07947,Laceration Mild Simple,Trauma,3,Surgery,No,No,19,Moderate,Moderate
COND07948,Bronchitis Moderate Viral,Respiratory,6,Infectious Disease,Yes,No,80,Low,Fast
COND07949,Concussion Moderate Secondary,Neurological,7,Pulmonology,No,No,34,Low,Slow
COND07950,Parkinsons Moderate Secondary,Neurological,2,Pulmonology,No,No,137,High,Slow
COND07951,Sleep Apnea Latent Fungal,Respiratory,7,ICU,No,Yes,88,Low,Moderate
COND07952,Gastroenteritis Recurrent Gram Negative,Infection,8,Infectious Disease,No,No,140,Low,Slow
COND07953,Emphysema Active Type 1,Respiratory,9,ICU,No,No,155,Low,Moderate
COND07954,Viral Fever Severe Resistant,Infection,9,Cardiology,No,No,100,Moderate,Moderate
COND07955,Pleurisy Mild Viral,Respiratory,7,Cardiology,No,No,67,Moderate,Moderate
COND07956,Blood Infection Acute Community Acquired,Infection,8,Emergency,No,No,71,Low,Slow
COND07957,Sepsis Mild Resistant,Infection,3,ICU,No,No,35,High,Moderate
COND07958,Laceration Moderate 3rd Degree,Trauma,8,Neurology,Yes,No,53,Low,Moderate
COND07959,Multiple Sclerosis Mild Hemorrhagic,Neurological,9,Cardiology,No,No,103,Low,Moderate
COND07960,Laceration Moderate Closed,Trauma,3,Gastroenterology,No,No,59,High,Moderate
COND07961,Deep Vein Thrombosis Stable Grade II,Cardiac,5,Gastroenterology,No,No,132,Moderate,Moderate
COND07962,Encephalitis Severe Generalized,Neurological,4,Neurology,Yes,No,72,Low,Moderate
COND07963,Peptic Ulcer Mild Complicated,Gastrointestinal,6,Emergency,No,Yes,124,Moderate,Slow
COND07964,Coronary Artery Disease Stable Stage 1,Cardiac,7,Gastroenterology,No,No,104,Moderate,Slow
COND07965,Sepsis Moderate Gram Negative,Infection,8,General Medicine,No,No,119,Low,Moderate
COND07966,Contusion Moderate 2nd Degree,Trauma,4,Cardiology,No,No,112,Low,Moderate
COND07967,Internal Bleeding Moderate Simple,Trauma,8,Infectious Disease,Yes,No,18,Low,Fast
COND07968,Influenza Severe Viral,Respiratory,3,Infectious Disease,No,No,60,Moderate,Moderate
COND07969,Fracture Severe Open,Trauma,7,Infectious Disease,Yes,No,144,Moderate,Slow
COND07970,Sinusitis Acute Bacterial,Respiratory,9,Emergency,Yes,No,76,Moderate,Slow
COND07971,Laceration Major 2nd Degree,Trauma,10,Emergency,No,No,82,Low,Fast
COND07972,Valvular Disease Moderate Type B,Cardiac,2,Orthopedics,No,No,51,Moderate,Fast
COND07973,Peripheral Artery Disease Chronic Grade III,Cardiac,2,General Medicine,No,No,165,Low,Moderate
COND07974,Crush Injury Mild Open,Trauma,8,Pulmonology,No,No,152,High,Fast
COND07975,Endocarditis Acute Type A,Cardiac,7,ICU,Yes,Yes,68,Moderate,Slow
COND07976,Cholecystitis Chronic Uncomplicated,Gastrointestinal,7,General Medicine,Yes,No,82,Moderate,Slow
COND07977,Head Injury Mild 1st Degree,Trauma,7,Emergency,No,No,175,Low,Moderate
COND07978,Internal Bleeding Moderate Simple,Trauma,4,Pulmonology,Yes,No,116,High,Moderate
COND07979,Pleural Effusion Acute Bacterial,Respiratory,8,General Medicine,No,No,110,Low,Moderate
COND07980,Sprain Mild Open,Trauma,6,Surgery,Yes,No,116,Low,Slow
COND07981,Spinal Injury Minor 2nd Degree,Trauma,3,Orthopedics,No,No,163,Low,Slow
COND07982,Meningitis Progressive Generalized,Neurological,3,Cardiology,No,No,0,Moderate,Moderate
COND07983,Cholecystitis Chronic Type A,Gastrointestinal,6,ICU,No,No,139,Low,Slow
COND07984,Cholecystitis Chronic Type A,Gastrointestinal,2,Orthopedics,No,No,34,High,Slow
COND07985,Asthma Mild Exacerbation,Respiratory,8,Orthopedics,No,No,19,Moderate,Moderate
COND07986,TIA Moderate Generalized,Neurological,4,Cardiology,No,No,104,Low,Moderate
COND07987,Burn Major Closed,Trauma,8,Neurology,Yes,No,151,High,Moderate
COND07988,Typhoid Severe Community Acquired,Infection,10,Infectious Disease,No,No,33,Moderate,Moderate
COND07989,Laryngitis Mild Viral,Respiratory,3,Gastroenterology,No,No,55,Low,Slow
